Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Author age (time of writing);Posthumous;Publication statement
FRA40658;Ohnet, Georges;Les Batailles de la Vie, tome 1: Marchand de Poison;1892;1892;;texts/FRA40658.xml;46866;French;https://viaf.org/viaf/66497284;male;1848;1918;short;1880-1900;ELTeC-French-Extension;1892;;;;;;;unspecified;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40736;Sue, Eugène;Le morne au diable;1842;1842;;texts/FRA40736.xml;110030;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1842;;;;;;;unspecified;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40127;Sue, Eugène;Les mystères de Paris, tome 1;1842;1842;;texts/FRA40127.xml;120431;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1842;;;;;;;unspecified;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40128;Sue, Eugène;Les mystères de Paris, tome 2;1842;1842;;texts/FRA40128.xml;122378;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1842;;;;;;;unspecified;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40129;Sue, Eugène;Les mystères de Paris, tome 4;1843;1843;;texts/FRA40129.xml;110095;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1843;;;;;;;unspecified;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40130;Sue, Eugène;Les mystères de Paris, tome 5;1843;1843;;texts/FRA40130.xml;101201;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1843;;;;;;;unspecified;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40138;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 10;1854;1854;;texts/FRA40138.xml;111857;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1854;;;;;;;unspecified;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40139;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 11;1854;1854;;texts/FRA40139.xml;123004;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1854;;;;;;;unspecified;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40140;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 12;1855;1855;;texts/FRA40140.xml;107922;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1855;;;;;;;unspecified;51;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40141;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 13;1856;1856;;texts/FRA40141.xml;107696;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1856;;;;;;;unspecified;52;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40142;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 15;1857;1857;;texts/FRA40142.xml;119567;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1857;;;;;;;unspecified;53;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40131;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 2;1849;1849;;texts/FRA40131.xml;92617;French;https://viaf.org/viaf/66473859;male;1804;1857;medium;1840-1860;ELTeC-French-Extension;1849;;;;;;;unspecified;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40132;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 3;1850;1850;;texts/FRA40132.xml;128709;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1850;;;;;;;unspecified;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40133;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 4;1850;1850;;texts/FRA40133.xml;144374;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1850;;;;;;;unspecified;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40134;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 6;1851;1851;;texts/FRA40134.xml;66453;French;https://viaf.org/viaf/66473859;male;1804;1857;medium;1840-1860;ELTeC-French-Extension;1851;;;;;;;unspecified;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40136;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 8;1853;1853;;texts/FRA40136.xml;112138;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1853;;;;;;;unspecified;49;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40137;Sue, Eugène;Les mystères du peuple. Histoire d'une famille de prolétaires à travers les âges, tome 9;1853;1853;;texts/FRA40137.xml;109001;French;https://viaf.org/viaf/66473859;male;1804;1857;long;1840-1860;ELTeC-French-Extension;1853;;;;;;;unspecified;49;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40735;Sue, Eugène;Paula Monti, Tome I;1845;1845;;texts/FRA40735.xml;45450;French;https://viaf.org/viaf/66473859;male;1804;1857;short;1840-1860;ELTeC-French-Extension;1845;;;;;;;unspecified;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40315;Auriac, Jules-Berlioz d';;1879;1879;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/FRA40315.xml;35542;French;https://viaf.org/viaf/61641578;male;1820;1913;short;1860-1880;ELTeC-French-Extension;1879;;;;;;;unspecified;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40316;Auriac, Jules-Berlioz d';;1879;1879;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/FRA40316.xml;35743;French;https://viaf.org/viaf/61641578;male;1820;1913;short;1860-1880;ELTeC-French-Extension;1879;;;;;;;unspecified;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40317;Auriac, Jules-Berlioz d';;1879;1879;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/FRA40317.xml;35646;French;https://viaf.org/viaf/61641578;male;1820;1913;short;1860-1880;ELTeC-French-Extension;1879;;;;;;;unspecified;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40318;Auriac, Jules-Berlioz d';;1878;1878;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/FRA40318.xml;31128;French;https://viaf.org/viaf/61641578;male;1820;1913;short;1860-1880;ELTeC-French-Extension;1878;;;;;;;unspecified;58;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40320;Auriac, Jules-Berlioz d';;1879;1879;"author not anonym based upon the tei xml; details of the author added based upon the tei xml";texts/FRA40320.xml;37562;French;https://viaf.org/viaf/61641578;male;1820;1913;short;1860-1880;ELTeC-French-Extension;1879;;;;;;;unspecified;59;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40719;Darien, Georges;;1890;1890;;texts/FRA40719.xml;71623;French;https://viaf.org/viaf/59052457;male;1862;1921;medium;1880-1900;ELTeC-French-Extension;1890;;;;;;;unspecified;28;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40720;Darien, Georges;;1897;1897;;texts/FRA40720.xml;132421;French;https://viaf.org/viaf/59052457;male;1862;1921;long;1880-1900;ELTeC-French-Extension;1897;;;;;;;unspecified;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40741;Janin, Jules;L'âne mort et la femme guillotinée;1827;1827;;texts/FRA40741.xml;53929;French;https://viaf.org/viaf/51774748;male;1804;1874;medium;1840-1860;ELTeC-French-Extension;1827;;;;;;;unspecified;23;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40741;Janin, Jules;L'âne mort et la femme guillotinée;1827;1827;;texts/FRA40741.xml;53929;French;https://viaf.org/viaf/51774748;male;1804;1874;medium;1840-1860;ELTeC-French-Extension;1827;;;;;;;unspecified;23;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40007;Dumas, Alexandre;La femme au collier de velours;1850;1850;;texts/FRA40007.xml;59772;French;https://viaf.org/viaf/51688902;male;1802;1870;medium;1840-1860;ELTeC-French-Extension;1850;;;;;;;unspecified;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40740;Dumas, Alexandre;Le château d'Eppstein;1843;1843;;texts/FRA40740.xml;72319;French;https://viaf.org/viaf/51688902;male;1802;1870;medium;1840-1860;ELTeC-French-Extension;1843;;;;;;;unspecified;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40731;Dumas, Alexandre;Le meneur de loups;1857;1857;;texts/FRA40731.xml;80297;French;https://viaf.org/viaf/51688902;male;1802;1870;medium;1840-1860;ELTeC-French-Extension;1857;;;;;;;unspecified;55;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40008;Dumas, Alexandre;Les mariages du père Olifus;1849;1849;;texts/FRA40008.xml;61684;French;https://viaf.org/viaf/51688902;male;1802;1870;medium;1840-1860;ELTeC-French-Extension;1849;;;;;;;unspecified;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40724;Dumas, Alexandre;Les mille et un fantômes;1849;1849;;texts/FRA40724.xml;53147;French;https://viaf.org/viaf/51688902;male;1802;1870;medium;1840-1860;ELTeC-French-Extension;1849;;;;;;;unspecified;47;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40018;Daudet, Alphonse;Le Nabab;1877;1877;;texts/FRA40018.xml;140061;French;https://viaf.org/viaf/4928621;male;1840;1897;long;1860-1880;ELTeC-French-Extension;1877;;;;;;;unspecified;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40020;Daudet, Alphonse;Le petit chose;1867;1867;;texts/FRA40020.xml;86121;French;https://viaf.org/viaf/4928621;male;1840;1897;medium;1860-1880;ELTeC-French-Extension;1867;;;;;;;unspecified;27;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40023;Daudet, Alphonse;Les aventures prodigieuses de Tartarin de Tarascon;1872;1872;;texts/FRA40023.xml;28045;French;https://viaf.org/viaf/4928621;male;1840;1897;short;1860-1880;ELTeC-French-Extension;1872;;;;;;;unspecified;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40016;Daudet, Alphonse;L'évangeliste;1882;1882;;texts/FRA40016.xml;67736;French;https://viaf.org/viaf/4928621;male;1840;1897;medium;1880-1900;ELTeC-French-Extension;1882;;;;;;;unspecified;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40019;Daudet, Alphonse;Numa Roumestan;1881;1881;;texts/FRA40019.xml;82839;French;https://viaf.org/viaf/4928621;male;1840;1897;medium;1880-1900;ELTeC-French-Extension;1881;;;;;;;unspecified;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40021;Daudet, Alphonse;Port-Tarascon;1890;1890;;texts/FRA40021.xml;46244;French;https://viaf.org/viaf/4928621;male;1840;1897;short;1880-1900;ELTeC-French-Extension;1890;;;;;;;unspecified;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40024;Daudet, Alphonse;Tartarin sur les Alpes;1885;1885;;texts/FRA40024.xml;48965;French;https://viaf.org/viaf/4928621;male;1840;1897;short;1880-1900;ELTeC-French-Extension;1885;;;;;;;unspecified;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40646;France, Anatole;;1897;1897;;texts/FRA40646.xml;48927;French;https://viaf.org/viaf/4925052;male;1844;1924;short;1880-1900;ELTeC-French-Extension;1897;;;;;;;unspecified;53;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40647;France, Anatole;;1890;1890;;texts/FRA40647.xml;50876;French;https://viaf.org/viaf/4925052;male;1844;1924;medium;1880-1900;ELTeC-French-Extension;1890;;;;;;;unspecified;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40648;France, Anatole;;1881;1881;;texts/FRA40648.xml;55600;French;https://viaf.org/viaf/4925052;male;1844;1924;medium;1880-1900;ELTeC-French-Extension;1881;;;;;;;unspecified;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40407;Malot, Hector;;1878;1878;;texts/FRA40407.xml;104705;French;https://viaf.org/viaf/49228546;male;1830;1907;long;1860-1880;ELTeC-French-Extension;1878;;;;;;;unspecified;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40408;Malot, Hector;;1886;1886;;texts/FRA40408.xml;99766;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1880-1900;ELTeC-French-Extension;1886;;;;;;;unspecified;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40409;Malot, Hector;;1869;1869;;texts/FRA40409.xml;65835;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1860-1880;ELTeC-French-Extension;1869;;;;;;;unspecified;39;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40410;Malot, Hector;;1878;1878;;texts/FRA40410.xml;114534;French;https://viaf.org/viaf/49228546;male;1830;1907;long;1860-1880;ELTeC-French-Extension;1878;;;;;;;unspecified;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40411;Malot, Hector;;1887;1887;;texts/FRA40411.xml;87880;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1880-1900;ELTeC-French-Extension;1887;;;;;;;unspecified;57;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40412;Malot, Hector;;1874;1874;;texts/FRA40412.xml;67916;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1860-1880;ELTeC-French-Extension;1874;;;;;;;unspecified;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40413;Malot, Hector;;1881;1881;;texts/FRA40413.xml;78086;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1880-1900;ELTeC-French-Extension;1881;;;;;;;unspecified;51;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40414;Malot, Hector;;1893;1893;;texts/FRA40414.xml;97825;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1880-1900;ELTeC-French-Extension;1893;;;;;;;unspecified;63;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40415;Malot, Hector;;1888;1888;;texts/FRA40415.xml;96683;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1880-1900;ELTeC-French-Extension;1888;;;;;;;unspecified;58;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40416;Malot, Hector;;1873;1873;;texts/FRA40416.xml;45366;French;https://viaf.org/viaf/49228546;male;1830;1907;short;1860-1880;ELTeC-French-Extension;1873;;;;;;;unspecified;43;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40417;Malot, Hector;;1874;1874;;texts/FRA40417.xml;84322;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1860-1880;ELTeC-French-Extension;1874;;;;;;;unspecified;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40418;Malot, Hector;;1891;1891;;texts/FRA40418.xml;84089;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1880-1900;ELTeC-French-Extension;1891;;;;;;;unspecified;61;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40419;Malot, Hector;;1886;1886;;texts/FRA40419.xml;91448;French;https://viaf.org/viaf/49228546;male;1830;1907;medium;1880-1900;ELTeC-French-Extension;1886;;;;;;;unspecified;56;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40420;Malot, Hector;;1870;1870;;texts/FRA40420.xml;43347;French;https://viaf.org/viaf/49228546;male;1830;1907;short;1860-1880;ELTeC-French-Extension;1870;;;;;;;unspecified;40;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40001;Barbey d'Aurevilly, Jules;L'amour impossible;1841;1841;;texts/FRA40001.xml;34604;French;https://viaf.org/viaf/49221211;male;1808;1889;short;1840-1860;ELTeC-French-Extension;1841;;;;;;;unspecified;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40002;Barbey d'Aurevilly, Jules;L'ensorcelée;1852;1852;;texts/FRA40002.xml;73079;French;https://viaf.org/viaf/49221211;male;1808;1889;medium;1840-1860;ELTeC-French-Extension;1852;;;;;;;unspecified;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40737;Barbey d'Aurevilly, Jules;Un prêtre marié;1865;1865;;texts/FRA40737.xml;135887;French;https://viaf.org/viaf/49221211;male;1808;1889;long;1860-1880;ELTeC-French-Extension;1865;;;;;;;unspecified;57;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40006;Aurevilly, Jules Barbey d';Une histoire sans nom;1882;1882;;texts/FRA40006.xml;37723;French;https://viaf.org/viaf/49221211;male;1808;1889;short;1880-1900;ELTeC-French-Extension;1882;;;;;;;unspecified;74;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40728;Constant, Benjamin;Le cahier rouge;1907;1907;;texts/FRA40728.xml;23313;French;https://viaf.org/viaf/45095766;male;1767;1830;short;1900-1920;ELTeC-French-Extension;1907;;;;;;;unspecified;;true;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40638;Huysmans, Joris-Karl;;1879;1879;;texts/FRA40638.xml;66134;French;https://viaf.org/viaf/41841635;male;1848;1907;medium;1860-1880;ELTeC-French-Extension;1879;;;;;;;unspecified;31;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40640;Huysmans, Joris-Karl;;1884;1884;;texts/FRA40640.xml;63985;French;https://viaf.org/viaf/41841635;male;1848;1907;medium;1880-1900;ELTeC-French-Extension;1884;;;;;;;unspecified;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40382;Karl Huysmans, Joris;;1879;1879;;texts/FRA40382.xml;63762;French;https://viaf.org/viaf/41841635;male;1848;1907;medium;1860-1880;ELTeC-French-Extension;1879;;;;;;;unspecified;31;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40730;About, Edmond;L'homme à l'oreille cassée;1862;1862;;texts/FRA40730.xml;56083;French;https://viaf.org/viaf/34452092;male;1828;1885;medium;1860-1880;ELTeC-French-Extension;1862;;;;;;;unspecified;34;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40058;Zola, Émile;Germinal;1885;1885;;texts/FRA40058.xml;169656;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1885;;;;;;;unspecified;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40057;Zola, Émile;La bête humaine;1890;1890;;texts/FRA40057.xml;129913;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1890;;;;;;;unspecified;50;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40092;Zola, Émile;La curée;1872;1872;;texts/FRA40092.xml;108030;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1860-1880;ELTeC-French-Extension;1872;;;;;;;unspecified;32;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40104;Zola, Émile;La faute de l'abbé Mouret;1875;1875;;texts/FRA40104.xml;118153;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1860-1880;ELTeC-French-Extension;1875;;;;;;;unspecified;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40095;Zola, Émile;La fortune des Rougon;1870;1870;;texts/FRA40095.xml;120741;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1860-1880;ELTeC-French-Extension;1870;;;;;;;unspecified;30;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40098;Zola, Émile;La joie de vivre;1884;1884;;texts/FRA40098.xml;121042;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1884;;;;;;;unspecified;44;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40102;Zola, Émile;L'argent;1891;1891;;texts/FRA40102.xml;147821;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1891;;;;;;;unspecified;51;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40100;Zola, Émile;L'assommoir;1877;1877;;texts/FRA40100.xml;164260;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1860-1880;ELTeC-French-Extension;1877;;;;;;;unspecified;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40097;Zola, Émile;Le Capitaine Burle;1883;1883;;texts/FRA40097.xml;62672;French;https://viaf.org/viaf/32004502;male;1840;1902;medium;1880-1900;ELTeC-French-Extension;1883;;;;;;;unspecified;43;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40093;Zola, Émile;Le docteur Pascal;1893;1893;;texts/FRA40093.xml;115916;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1893;;;;;;;unspecified;53;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40103;Zola, Émile;Le rêve;1888;1888;;texts/FRA40103.xml;68128;French;https://viaf.org/viaf/32004502;male;1840;1902;medium;1880-1900;ELTeC-French-Extension;1888;;;;;;;unspecified;48;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40061;Zola, Émile;Le Ventre de Paris;1873;1873;;texts/FRA40061.xml;113519;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1860-1880;ELTeC-French-Extension;1873;;;;;;;unspecified;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40060;Zola, Émile;L'oeuvre;1886;1886;;texts/FRA40060.xml;136445;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1886;;;;;;;unspecified;46;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40059;Zola, Émile;Nana;1885;1885;;texts/FRA40059.xml;147474;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1885;;;;;;;unspecified;45;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40101;Zola, Émile;Pot-bouille;1882;1882;;texts/FRA40101.xml;141012;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1880-1900;ELTeC-French-Extension;1882;;;;;;;unspecified;42;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40096;Zola, Émile;Son excellence Eugène Rougon;1876;1876;;texts/FRA40096.xml;132579;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1860-1880;ELTeC-French-Extension;1876;;;;;;;unspecified;36;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
FRA40099;Zola, Émile;Une page d'amour;1878;1878;;texts/FRA40099.xml;106516;French;https://viaf.org/viaf/32004502;male;1840;1902;long;1860-1880;ELTeC-French-Extension;1878;;;;;;;unspecified;38;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
